"AF3","F7","F3","FC5","T7","P7","O1","O2","P8","T8","FC6","F4","F8","AF4","eyeDetection"
4241.03,3990.26,4237.44,4108.21,4339.49,4617.95,4074.87,4614.87,4208.21,4225.13,4184.1,4258.97,4571.28,4292.82,0
4236.41,3977.95,4237.44,4103.59,4334.36,4617.44,4072.31,4608.21,4193.85,4215.38,4173.85,4258.97,4562.05,4292.31,0
4238.97,3979.49,4238.46,4108.21,4338.46,4617.44,4072.82,4604.62,4188.72,4205.13,4177.44,4257.44,4560.51,4301.54,0
4242.56,3982.05,4238.97,4110.26,4337.95,4616.41,4072.31,4600.0,4190.77,4200.51,4177.44,4255.9,4560.0,4297.44,0
4238.97,3975.9,4238.97,4101.03,4332.31,4615.9,4071.28,4601.03,4189.74,4198.97,4169.23,4257.95,4554.87,4291.28,0
4235.9,3972.82,4238.97,4097.95,4330.77,4619.49,4073.85,4608.72,4185.13,4201.54,4170.26,4258.97,4555.38,4292.82,0
4244.1,3975.9,4242.56,4105.13,4332.82,4624.1,4080.0,4613.85,4189.74,4213.33,4177.95,4256.92,4560.0,4297.95,0
4249.23,3982.05,4247.18,4107.69,4334.36,4621.54,4080.51,4610.77,4198.46,4219.49,4180.51,4256.41,4564.62,4307.18,0
4244.62,3984.1,4243.08,4105.64,4336.92,4616.41,4075.38,4604.62,4195.9,4213.33,4180.0,4258.46,4564.62,4305.13,0
4246.15,3981.03,4237.95,4105.64,4341.03,4616.92,4073.85,4602.05,4190.77,4216.41,4179.49,4258.97,4562.56,4295.9,0
4249.74,3983.59,4233.85,4105.64,4340.51,4618.46,4076.41,4603.59,4193.33,4220.0,4178.97,4255.38,4564.1,4300.51,0
4245.64,3987.69,4233.33,4105.13,4336.41,4615.9,4073.33,4605.64,4199.49,4213.85,4180.51,4253.85,4566.15,4304.62,0
4242.05,3979.49,4232.31,4102.05,4332.82,4614.36,4066.15,4605.13,4193.33,4208.72,4179.49,4255.9,4563.08,4296.92,0
4244.1,3974.36,4230.26,4095.9,4333.33,4615.38,4066.15,4603.08,4182.05,4210.26,4174.87,4256.92,4556.92,4289.74,0
4244.1,3979.49,4232.31,4092.31,4335.38,4616.41,4071.28,4602.05,4187.18,4213.85,4174.36,4256.41,4557.95,4292.31,0
4240.51,3974.36,4229.74,4089.23,4330.26,4618.97,4076.41,4601.03,4193.85,4216.41,4174.87,4253.85,4557.95,4295.9,0
4241.03,3967.69,4226.15,4087.18,4328.72,4622.05,4080.0,4604.1,4193.33,4212.31,4175.9,4250.26,4556.92,4295.9,0
4245.64,3979.49,4229.23,4093.85,4336.92,4625.64,4081.03,4609.74,4195.9,4208.21,4180.0,4255.38,4560.51,4299.49,0
4248.21,3987.18,4232.31,4098.46,4339.49,4629.23,4081.54,4612.31,4198.97,4212.82,4181.54,4258.97,4565.13,4302.56,0
4248.21,3981.03,4232.31,4093.33,4334.36,4628.21,4082.56,4613.33,4195.9,4218.46,4183.59,4256.92,4569.74,4300.51,0
4250.26,3981.03,4232.82,4094.87,4332.31,4618.97,4081.03,4611.28,4196.92,4223.59,4190.77,4256.41,4571.79,4301.03,0
4251.79,3986.15,4231.79,4098.97,4331.28,4613.33,4075.9,4600.51,4194.87,4224.1,4191.28,4260.0,4572.31,4307.18,0
4255.38,3987.69,4234.87,4098.46,4329.23,4615.9,4072.31,4594.36,4190.77,4217.95,4189.23,4263.08,4573.33,4307.69,0
4259.49,3987.18,4247.18,4101.03,4330.77,4617.95,4075.9,4606.15,4197.95,4219.49,4190.77,4267.69,4574.36,4304.62,0
4257.44,3985.64,4247.18,4103.08,4330.26,4615.38,4079.49,4614.87,4205.64,4224.62,4191.28,4271.28,4573.85,4306.67,0
4253.85,3984.62,4235.38,4099.49,4328.72,4615.9,4080.51,4612.82,4205.64,4225.64,4191.79,4266.67,4575.9,4305.64,0
4253.85,3985.13,4232.31,4096.92,4331.79,4623.59,4087.18,4617.44,4206.15,4223.59,4195.38,4261.54,4577.95,4303.08,0
4251.79,3981.03,4234.87,4092.31,4330.77,4627.69,4091.28,4622.56,4199.49,4212.82,4189.23,4262.56,4570.26,4302.05,0
4248.72,3980.0,4233.33,4090.77,4329.23,4622.56,4085.13,4614.87,4189.74,4205.13,4178.97,4261.03,4563.08,4300.51,0
4251.28,3987.18,4232.82,4101.54,4331.79,4616.92,4078.46,4604.1,4192.82,4213.33,4181.03,4254.87,4565.13,4302.56,0
4256.92,3995.38,4238.46,4108.21,4336.92,4621.03,4078.97,4605.64,4198.97,4224.1,4187.69,4255.9,4572.31,4311.28,0
4261.54,4000.0,4246.67,4105.64,4338.46,4626.15,4083.08,4613.33,4201.03,4225.64,4191.28,4264.1,4578.46,4317.44,0
4264.1,3996.92,4247.18,4107.18,4334.87,4625.64,4086.67,4617.44,4203.08,4226.15,4190.77,4266.15,4577.44,4308.72,0
4267.18,3994.36,4245.64,4107.18,4333.85,4622.56,4084.62,4614.87,4196.41,4218.46,4189.23,4264.62,4573.33,4306.67,0
4272.31,3999.49,4252.82,4106.67,4336.92,4618.46,4075.38,4608.72,4192.31,4213.33,4193.85,4268.72,4580.0,4323.08,0
4276.92,4001.54,4256.92,4108.72,4334.87,4613.85,4071.28,4608.72,4197.95,4223.59,4200.0,4274.36,4588.72,4333.33,0
4275.9,3994.36,4250.26,4108.21,4330.77,4614.36,4078.46,4617.44,4201.54,4230.26,4197.95,4276.92,4585.13,4327.18,0
4269.23,3990.77,4246.67,4103.59,4331.28,4619.49,4085.13,4618.97,4195.9,4225.64,4192.31,4274.36,4577.44,4320.0,0
4260.0,3988.21,4247.69,4097.44,4330.26,4615.9,4082.05,4608.72,4188.72,4215.38,4191.79,4265.13,4571.79,4317.44,0
4255.9,3981.54,4244.62,4094.87,4326.67,4612.82,4082.56,4609.23,4195.9,4212.82,4191.28,4261.54,4569.74,4316.41,0
4258.46,3979.49,4243.08,4101.54,4329.74,4623.08,4091.79,4621.03,4209.74,4221.03,4194.36,4269.23,4577.44,4316.41,0
4261.03,3984.62,4246.15,4106.67,4335.9,4627.18,4092.31,4620.0,4201.03,4220.0,4196.41,4269.74,4582.05,4312.82,0
4257.44,3988.21,4240.51,4101.03,4333.33,4616.41,4081.03,4607.69,4181.54,4211.79,4191.79,4260.0,4573.33,4306.15,0
4252.31,3984.62,4230.77,4095.38,4321.54,4607.18,4076.41,4605.13,4186.15,4216.41,4191.28,4257.95,4570.26,4309.23,0
4257.44,3983.08,4235.9,4100.0,4320.0,4610.26,4081.54,4614.87,4203.08,4230.26,4195.9,4264.62,4578.97,4323.08,0
4266.15,3990.26,4246.67,4107.18,4332.31,4617.95,4085.64,4617.95,4203.59,4234.87,4196.92,4267.18,4582.56,4324.1,0
4265.64,3996.41,4247.18,4107.69,4339.49,4622.56,4088.21,4612.31,4196.92,4230.26,4193.85,4268.21,4580.0,4313.33,0
4260.0,3996.41,4245.13,4106.67,4336.41,4624.62,4090.77,4610.77,4195.38,4220.51,4192.31,4268.21,4578.46,4313.33,0
4262.56,3996.92,4247.69,4107.18,4336.41,4624.62,4089.23,4611.79,4197.95,4218.46,4192.82,4265.64,4576.92,4321.54,0
4270.26,3997.95,4249.23,4108.72,4340.0,4623.08,4089.74,4615.38,4205.64,4230.26,4194.87,4268.72,4580.0,4324.62,0
4272.31,3995.38,4250.77,4109.74,4339.49,4624.1,4091.28,4620.51,4206.15,4229.23,4200.0,4274.36,4586.15,4323.08,0
4273.33,3996.92,4257.95,4109.74,4340.51,4626.67,4089.23,4617.95,4196.92,4210.77,4199.49,4274.87,4585.64,4326.15,0
4273.33,3998.97,4262.05,4108.21,4341.03,4626.67,4089.74,4611.79,4192.82,4209.23,4194.87,4274.36,4581.03,4329.23,0
4272.82,3996.92,4261.54,4109.74,4338.46,4628.72,4090.26,4615.38,4200.51,4228.21,4194.87,4276.92,4582.05,4326.67,0
4274.87,3996.92,4261.54,4112.31,4337.95,4628.72,4088.72,4621.03,4207.69,4234.36,4201.03,4279.49,4582.05,4328.72,0
4274.87,3997.95,4258.46,4110.77,4337.44,4620.0,4087.69,4621.03,4210.26,4224.62,4203.59,4278.97,4581.54,4330.26,0
4268.72,3993.85,4250.77,4108.21,4332.82,4614.87,4088.72,4618.46,4201.03,4218.97,4197.95,4273.85,4583.08,4320.0,0
4265.64,3993.85,4247.69,4106.67,4331.79,4618.46,4083.59,4612.82,4187.18,4215.9,4190.77,4266.67,4581.03,4314.36,0
4270.26,3994.87,4252.82,4106.15,4333.85,4619.49,4080.0,4605.13,4188.72,4212.31,4189.74,4270.26,4574.36,4323.08,0
4269.74,3986.67,4253.33,4103.59,4330.77,4616.92,4085.64,4604.1,4192.82,4211.28,4192.31,4275.38,4573.33,4321.54,0
4269.74,3986.15,4250.77,4104.62,4330.26,4615.9,4082.56,4604.1,4189.74,4207.18,4193.33,4274.36,4577.95,4320.51,0
4272.31,3992.31,4249.74,4109.74,4332.31,4615.38,4070.26,4603.59,4189.23,4204.62,4186.15,4269.23,4574.36,4320.0,0
4268.72,3987.18,4250.77,4107.69,4327.18,4614.36,4073.33,4609.74,4197.44,4212.31,4179.49,4264.62,4566.67,4312.31,0
4272.31,3985.64,4252.82,4104.62,4327.18,4613.33,4082.56,4616.92,4204.1,4220.51,4189.74,4271.79,4574.87,4320.0,0
4277.44,3989.74,4252.31,4106.15,4331.79,4614.87,4080.51,4611.28,4194.36,4217.44,4198.97,4277.95,4585.64,4326.15,0
4270.77,3985.13,4249.74,4102.56,4331.79,4617.44,4077.95,4597.95,4179.49,4214.36,4192.31,4272.31,4579.49,4314.87,0
4265.13,3983.59,4248.21,4100.0,4331.79,4615.38,4077.95,4594.87,4186.15,4217.95,4188.21,4266.15,4574.87,4312.31,0
4271.28,3985.64,4250.26,4107.18,4330.77,4611.28,4076.92,4600.0,4199.49,4219.49,4193.85,4267.18,4579.49,4317.95,0
4270.26,3980.51,4249.74,4105.64,4327.69,4612.82,4079.49,4601.03,4195.9,4217.44,4191.28,4265.64,4576.41,4315.9,0
4260.0,3977.44,4244.62,4099.49,4329.23,4617.44,4084.1,4603.59,4193.85,4216.92,4184.1,4262.56,4569.74,4315.38,0
4262.56,3980.51,4242.05,4102.05,4329.23,4618.97,4083.59,4607.69,4198.97,4217.44,4185.13,4265.13,4571.28,4317.95,0
4270.77,3984.1,4244.62,4106.67,4329.74,4615.9,4080.51,4605.64,4195.9,4220.0,4190.26,4268.21,4575.38,4318.46,0
4276.92,3992.82,4249.74,4113.85,4336.41,4614.87,4078.97,4604.1,4190.77,4224.62,4193.33,4271.79,4578.97,4323.59,0
4280.51,3997.95,4252.31,4118.97,4337.95,4616.92,4077.95,4612.82,4197.44,4224.62,4192.82,4273.85,4578.97,4324.1,0
4278.97,3992.31,4250.26,4113.33,4329.23,4615.38,4076.92,4622.05,4204.1,4220.51,4191.79,4273.33,4576.92,4316.41,0
4271.79,3984.1,4248.72,4106.67,4326.15,4613.33,4077.44,4623.08,4201.54,4216.41,4192.31,4272.31,4580.51,4318.46,0
4268.21,3981.03,4249.23,4107.18,4330.26,4615.9,4080.0,4620.0,4204.1,4224.1,4193.85,4272.82,4585.64,4329.23,0
4271.79,3980.51,4249.23,4106.67,4328.72,4617.44,4083.08,4618.97,4208.72,4234.87,4192.31,4272.82,4583.59,4330.26,0
4269.74,3979.49,4248.21,4105.13,4321.54,4615.9,4083.08,4615.9,4198.46,4228.21,4189.23,4270.77,4575.38,4321.03,0
4267.18,3975.9,4248.72,4105.64,4321.54,4614.87,4079.49,4608.21,4189.23,4218.46,4189.23,4268.21,4573.33,4320.0,0
4270.77,3977.95,4251.28,4106.15,4328.72,4613.85,4075.38,4604.62,4199.49,4224.62,4190.26,4268.21,4578.97,4329.23,0
4269.74,3978.97,4251.79,4108.72,4332.31,4615.9,4072.31,4604.62,4203.59,4228.72,4190.26,4272.31,4580.51,4326.15,0
4264.62,3972.31,4251.79,4106.15,4331.79,4620.0,4074.36,4604.62,4201.03,4214.36,4185.13,4273.33,4575.38,4316.41,0
4266.15,3971.79,4255.9,4105.64,4332.31,4620.51,4080.51,4614.36,4206.15,4210.26,4184.62,4271.28,4572.31,4317.44,0
4272.82,3980.0,4265.13,4114.36,4329.74,4615.9,4082.05,4621.54,4203.08,4223.59,4189.23,4271.79,4573.85,4322.05,0
4271.79,3980.51,4264.1,4116.41,4326.67,4614.36,4081.54,4615.38,4192.31,4226.15,4189.23,4271.28,4575.38,4322.05,0
4269.23,3977.95,4252.31,4111.28,4329.23,4616.92,4085.13,4614.87,4196.92,4223.08,4188.21,4267.69,4580.51,4324.62,0
4271.79,3982.56,4251.79,4116.41,4331.79,4617.95,4087.69,4625.13,4207.69,4229.74,4192.82,4267.69,4584.62,4323.08,0
4280.0,3986.15,4262.56,4123.08,4331.28,4615.9,4077.44,4620.51,4206.15,4228.72,4194.87,4272.82,4584.62,4324.1,0
4281.54,3981.03,4262.05,4116.92,4329.74,4613.33,4069.74,4609.23,4201.54,4221.54,4188.21,4272.31,4583.59,4331.28,0
4272.31,3976.41,4249.23,4109.74,4328.72,4612.82,4075.38,4610.77,4201.03,4224.1,4182.05,4266.67,4574.36,4322.05,0
4264.1,3976.41,4244.1,4109.74,4330.77,4614.87,4077.95,4609.74,4193.33,4225.13,4178.97,4262.56,4566.15,4311.79,0
4264.1,3975.38,4246.67,4108.21,4329.23,4613.85,4073.85,4602.56,4185.13,4216.41,4181.03,4261.54,4570.26,4321.54,0
4267.18,3969.23,4250.26,4106.67,4321.03,4606.15,4071.79,4603.59,4184.1,4206.67,4184.1,4266.15,4571.28,4330.26,0
4264.62,3966.67,4252.31,4106.15,4319.49,4598.97,4072.31,4606.67,4187.69,4203.59,4182.56,4271.28,4562.05,4321.54,0
4263.59,3967.69,4250.77,4107.18,4324.62,4598.46,4071.79,4609.23,4191.28,4208.72,4177.95,4270.26,4560.51,4314.87,0
4265.13,3964.62,4249.74,4104.62,4323.59,4604.62,4072.31,4613.33,4192.82,4215.38,4177.95,4267.18,4566.15,4318.97,0
4261.54,3955.9,4247.18,4095.9,4316.92,4610.77,4074.36,4611.79,4190.26,4212.31,4177.95,4264.62,4564.62,4318.46,0
4260.0,3955.38,4245.13,4096.92,4317.44,4606.67,4072.82,4598.97,4188.72,4208.21,4174.87,4265.13,4565.13,4317.44,0
4269.74,3963.59,4253.33,4107.18,4323.08,4602.56,4071.79,4591.28,4193.85,4211.28,4176.92,4266.67,4572.31,4326.15,0
4276.92,3966.15,4262.05,4108.21,4323.59,4605.64,4075.38,4600.51,4196.92,4213.85,4181.54,4271.28,4574.87,4332.31,0
4270.77,3965.13,4262.56,4103.08,4325.13,4609.23,4077.44,4612.31,4194.87,4210.77,4185.13,4273.33,4574.87,4329.23,0
4271.28,3969.74,4262.05,4110.77,4331.28,4608.72,4074.87,4608.72,4192.31,4208.72,4189.74,4272.82,4576.92,4327.18,0
4277.44,3974.87,4260.0,4116.41,4332.82,4605.13,4072.82,4603.08,4189.74,4214.36,4189.74,4271.79,4575.38,4327.69,0
4275.9,3972.82,4251.79,4112.82,4326.67,4606.67,4072.31,4606.67,4188.72,4218.97,4182.56,4267.18,4573.33,4328.21,0
4274.36,3969.74,4247.18,4114.36,4328.21,4613.33,4073.85,4609.23,4191.79,4219.49,4182.05,4264.62,4576.41,4333.33,0
4274.87,3973.85,4250.26,4118.97,4336.41,4614.36,4080.51,4609.74,4204.62,4220.0,4190.77,4269.23,4579.49,4331.28,0
4274.36,3976.41,4251.28,4114.87,4335.38,4611.79,4083.08,4611.79,4209.74,4223.59,4192.31,4274.36,4581.54,4328.21,0
4276.92,3973.33,4249.74,4108.72,4328.72,4611.28,4073.85,4606.15,4196.92,4225.13,4187.18,4272.31,4581.54,4335.38,0
4280.51,3970.26,4249.74,4108.21,4325.13,4609.23,4066.67,4603.08,4194.87,4225.13,4185.13,4267.69,4578.97,4341.03,0
4280.0,3971.28,4251.79,4108.72,4327.69,4609.23,4074.36,4610.77,4204.1,4226.15,4188.21,4268.21,4578.97,4338.46,0
4276.92,3971.79,4249.23,4106.15,4330.77,4615.38,4081.54,4614.87,4199.49,4226.67,4192.31,4270.26,4580.0,4323.08,0
4268.21,3964.62,4237.95,4101.54,4327.69,4614.87,4075.9,4605.64,4188.72,4216.92,4186.67,4262.56,4572.82,4306.15,0
4260.51,3956.92,4231.79,4095.38,4324.62,4608.72,4073.85,4599.49,4186.67,4209.74,4176.41,4256.41,4568.21,4311.28,0
4263.59,3960.51,4235.9,4097.44,4328.21,4606.15,4079.49,4600.51,4187.69,4216.92,4175.9,4261.54,4574.36,4328.72,0
4270.26,3970.26,4237.44,4101.54,4329.74,4608.72,4083.08,4602.56,4192.82,4219.49,4181.54,4263.08,4573.85,4330.77,0
4269.74,3966.67,4232.31,4096.92,4325.64,4614.36,4084.1,4608.21,4200.51,4215.9,4182.05,4261.54,4568.21,4324.1,0
4263.08,3958.97,4230.77,4090.77,4325.64,4614.87,4082.56,4609.23,4197.95,4218.46,4181.03,4262.05,4572.31,4320.0,0
4259.49,3963.08,4233.85,4093.33,4325.13,4609.23,4078.97,4609.23,4194.36,4222.05,4184.1,4262.56,4578.46,4318.97,0
4265.64,3968.72,4234.36,4095.9,4320.51,4606.67,4077.95,4613.33,4198.46,4223.08,4189.23,4265.13,4578.97,4329.23,0
4271.28,3968.72,4233.85,4098.97,4322.56,4607.69,4076.92,4608.72,4198.97,4222.56,4192.31,4270.26,4578.97,4331.28,0
4267.18,3970.26,4233.85,4104.1,4326.67,4606.67,4073.85,4601.03,4194.87,4222.56,4189.23,4270.26,4581.03,4321.03,0
4269.23,3975.9,4236.41,4104.62,4325.64,4604.62,4073.33,4603.08,4191.28,4221.03,4187.69,4269.23,4582.05,4325.64,0
4274.36,3972.82,4235.38,4096.92,4320.51,4606.67,4074.36,4602.56,4186.15,4213.33,4188.21,4268.72,4580.51,4338.97,0
4269.23,3965.64,4232.82,4092.82,4317.95,4611.79,4074.87,4600.51,4189.74,4209.74,4187.18,4266.67,4577.95,4336.92,0
4268.72,3968.21,4240.0,4098.46,4322.05,4615.9,4079.49,4611.28,4206.67,4222.56,4191.28,4271.28,4580.51,4330.77,0
4276.92,3972.31,4248.21,4104.62,4324.62,4615.38,4083.08,4616.41,4207.18,4232.31,4196.41,4274.87,4585.13,4335.9,0
4274.36,3967.69,4247.18,4100.0,4321.54,4610.26,4078.97,4605.13,4187.69,4225.13,4189.74,4268.21,4582.05,4333.85,0
4267.18,3965.13,4244.62,4096.41,4321.03,4605.13,4076.41,4596.41,4183.59,4215.9,4179.49,4263.59,4577.95,4327.69,0
4271.79,3972.31,4246.15,4104.1,4327.18,4605.64,4079.49,4597.95,4199.49,4218.46,4182.56,4267.18,4584.1,4331.79,0
4279.49,3979.49,4251.79,4108.72,4329.74,4607.18,4077.95,4597.44,4202.05,4226.15,4193.33,4272.31,4588.72,4340.0,0
4285.64,3984.1,4261.03,4108.21,4328.21,4607.18,4074.87,4598.46,4197.44,4227.18,4194.87,4279.49,4585.64,4342.56,0
4286.15,3982.05,4266.15,4108.72,4326.67,4612.82,4081.03,4611.79,4203.08,4222.56,4191.28,4283.08,4583.08,4340.0,0
4278.46,3974.36,4261.03,4106.67,4326.67,4616.41,4085.13,4624.1,4209.74,4225.13,4192.82,4281.03,4584.1,4339.49,0
4277.44,3974.87,4253.85,4104.1,4327.18,4608.21,4076.92,4621.03,4210.77,4230.26,4194.87,4281.54,4587.18,4338.97,0
4280.0,3975.9,4250.26,4104.62,4324.1,4604.62,4071.79,4611.28,4200.0,4221.54,4190.77,4279.49,4584.62,4333.33,0
4275.38,3970.77,4247.69,4104.1,4322.56,4611.79,4080.51,4606.67,4193.33,4211.28,4188.21,4275.9,4579.49,4330.77,0
4275.38,3973.85,4249.74,4106.67,4328.72,4611.28,4083.08,4603.59,4198.97,4220.51,4191.28,4280.51,4583.59,4337.95,0
4283.59,3983.59,4255.9,4111.28,4331.28,4607.18,4076.41,4599.49,4200.51,4230.77,4197.44,4284.62,4591.79,4339.49,0
4282.56,3983.59,4256.41,4111.28,4328.21,4608.21,4076.41,4604.62,4202.05,4225.13,4201.03,4278.97,4589.74,4337.44,0
4276.92,3976.92,4250.77,4106.67,4325.64,4610.26,4083.59,4613.33,4206.15,4224.1,4198.97,4278.46,4583.59,4340.0,0
4277.44,3976.41,4248.21,4103.08,4324.62,4610.26,4086.15,4612.31,4196.92,4231.28,4198.46,4280.51,4587.18,4337.95,0
4273.85,3976.41,4249.23,4101.54,4323.59,4608.72,4086.15,4608.72,4191.79,4230.26,4203.08,4272.82,4590.26,4335.38,0
4268.72,3973.33,4245.13,4100.0,4326.15,4608.72,4086.15,4613.33,4205.64,4224.62,4201.03,4269.23,4585.64,4335.38,0
4269.74,3973.33,4244.1,4096.41,4328.72,4612.31,4081.03,4614.36,4210.26,4227.18,4195.9,4271.28,4581.03,4331.28,0
4273.33,3975.38,4248.21,4098.46,4327.69,4612.31,4073.85,4608.72,4209.23,4232.82,4199.49,4274.36,4588.72,4336.92,0
4272.82,3975.38,4248.21,4104.62,4324.62,4607.69,4074.87,4611.28,4216.41,4233.85,4201.54,4275.38,4595.38,4346.15,0
4270.77,3975.38,4243.59,4101.03,4320.51,4605.13,4075.9,4612.31,4209.23,4227.69,4193.33,4273.33,4585.64,4340.51,0
4269.23,3973.33,4240.51,4093.33,4315.38,4601.54,4073.85,4605.13,4196.92,4221.03,4189.74,4271.79,4575.38,4333.33,0
4267.18,3967.69,4242.56,4090.77,4312.82,4598.46,4075.38,4604.62,4198.97,4212.31,4189.23,4270.26,4571.79,4331.28,0
4269.23,3968.72,4247.18,4094.36,4316.41,4603.59,4075.9,4604.62,4196.41,4209.23,4187.69,4271.79,4573.85,4328.72,0
4274.87,3974.87,4250.77,4102.05,4320.0,4608.21,4073.85,4600.0,4192.31,4222.05,4191.28,4271.79,4577.44,4331.79,0
4277.95,3974.87,4249.23,4108.21,4318.97,4607.18,4073.85,4601.03,4201.03,4228.72,4192.82,4270.26,4575.9,4336.41,0
4277.44,3977.44,4252.31,4108.72,4318.97,4604.62,4073.33,4603.08,4202.05,4220.51,4189.74,4269.74,4576.92,4336.41,0
4278.46,3983.59,4259.49,4108.21,4322.05,4608.21,4072.82,4599.49,4196.92,4224.1,4195.38,4274.87,4584.1,4336.92,0
4279.49,3983.08,4260.51,4110.77,4322.56,4612.82,4075.9,4604.1,4203.08,4234.87,4204.1,4278.97,4588.21,4335.38,0
4278.46,3981.03,4256.41,4110.26,4321.54,4614.87,4075.9,4618.46,4210.77,4231.28,4204.62,4277.44,4587.69,4335.38,0
4278.97,3986.15,4253.85,4109.23,4323.08,4614.36,4073.85,4629.23,4218.46,4230.26,4202.56,4278.46,4591.28,4344.62,0
4282.56,3991.79,4255.9,4112.31,4327.18,4613.85,4076.41,4633.33,4228.72,4242.05,4204.1,4279.49,4595.38,4350.77,0
4288.21,3994.87,4261.03,4118.46,4330.26,4615.9,4077.95,4622.56,4217.44,4240.0,4206.15,4280.51,4596.41,4350.77,0
4293.33,3999.49,4263.59,4121.03,4330.77,4617.95,4073.85,4601.54,4194.36,4230.26,4206.15,4282.56,4596.92,4357.44,0
4301.54,4005.13,4262.05,4120.51,4330.26,4616.92,4071.79,4597.95,4201.54,4233.85,4206.15,4284.62,4600.0,4367.18,0
4313.85,4015.38,4263.08,4122.05,4328.21,4614.36,4074.36,4610.77,4217.95,4238.97,4208.72,4287.18,4604.1,4375.9,0
4327.69,4026.15,4269.23,4126.15,4324.62,4609.74,4072.31,4612.31,4207.69,4231.79,4210.26,4284.1,4609.23,4385.64,0
4346.67,4037.44,4275.38,4131.79,4321.03,4603.59,4068.21,4601.54,4194.87,4224.62,4208.72,4277.44,4610.26,4394.36,0
4370.26,4057.95,4282.56,4143.08,4321.03,4602.05,4066.15,4600.0,4200.51,4221.54,4204.1,4280.51,4609.23,4412.31,0
4394.36,4085.13,4289.74,4156.92,4325.64,4605.13,4063.08,4602.56,4208.72,4217.44,4209.74,4293.33,4614.87,4435.38,0
4413.33,4103.08,4291.79,4166.15,4329.23,4604.62,4058.46,4601.54,4206.67,4220.0,4218.97,4303.08,4625.13,4442.05,0
4420.0,4107.69,4292.31,4166.67,4329.23,4604.1,4056.41,4602.56,4195.9,4225.64,4216.41,4298.46,4623.59,4440.0,0
4418.97,4107.69,4293.85,4166.67,4328.21,4605.13,4057.95,4600.51,4182.05,4215.38,4204.62,4289.23,4610.26,4445.64,0
4420.0,4108.72,4297.44,4170.26,4326.67,4604.1,4058.46,4591.79,4182.56,4204.62,4203.08,4294.36,4606.67,4451.28,0
4424.62,4109.74,4304.1,4171.28,4324.62,4602.05,4056.41,4594.87,4194.87,4213.85,4210.26,4306.15,4614.87,4451.79,0
4425.64,4107.18,4308.21,4169.74,4324.1,4605.13,4060.51,4610.26,4199.49,4224.1,4216.92,4308.72,4622.05,4445.64,0
4422.05,4104.1,4301.54,4171.79,4327.18,4613.33,4069.23,4615.9,4204.1,4224.1,4219.49,4305.13,4622.05,4437.95,0
4412.31,4099.49,4294.87,4168.21,4332.31,4616.92,4073.85,4614.36,4211.79,4226.15,4214.87,4301.54,4615.9,4434.87,0
4400.51,4086.67,4293.33,4157.44,4332.31,4615.38,4073.85,4609.23,4205.13,4228.72,4206.67,4297.95,4609.23,4430.77,0
4389.23,4070.77,4290.77,4151.79,4323.08,4612.82,4074.36,4601.03,4193.33,4218.46,4204.62,4298.46,4604.1,4417.44,0
4381.03,4062.05,4289.74,4148.21,4318.97,4613.33,4078.46,4606.15,4201.03,4210.77,4205.64,4300.51,4604.1,4413.85,0
4376.92,4060.0,4288.21,4143.59,4328.72,4615.9,4081.03,4616.41,4208.21,4220.51,4204.1,4298.97,4606.15,4414.87,0
4371.28,4057.44,4283.08,4145.13,4332.31,4614.87,4076.92,4613.85,4198.46,4228.72,4204.1,4294.36,4606.67,4406.15,0
4370.77,4057.44,4285.64,4154.36,4329.23,4610.26,4070.77,4606.67,4197.44,4225.64,4210.26,4294.36,4610.77,4409.23,0
4373.85,4059.49,4294.36,4156.41,4332.31,4612.82,4072.31,4612.31,4209.74,4224.62,4215.38,4301.03,4610.26,4414.36,0
4365.13,4049.23,4291.28,4145.13,4327.69,4615.9,4077.95,4620.0,4209.74,4229.23,4209.23,4296.92,4602.56,4397.95,0
4354.87,4037.95,4282.56,4137.44,4318.97,4608.72,4074.87,4611.79,4201.54,4232.31,4201.54,4287.69,4598.97,4393.33,0
4355.38,4040.0,4280.51,4140.51,4323.59,4606.15,4069.74,4600.51,4201.54,4233.33,4205.64,4291.79,4604.1,4402.56,0
4354.36,4037.95,4280.51,4142.05,4330.26,4610.77,4071.28,4602.05,4203.59,4228.21,4205.64,4292.82,4599.49,4390.26,0
4346.67,4027.69,4282.05,4140.0,4326.67,4608.21,4074.87,4607.18,4202.05,4223.59,4197.44,4287.18,4590.77,4379.49,0
4340.0,4023.59,4280.0,4140.0,4325.64,4605.13,4075.38,4603.59,4196.41,4228.21,4196.41,4287.18,4591.79,4382.56,0
4327.18,4020.51,4271.28,4135.38,4327.69,4614.87,4075.9,4607.69,4198.97,4227.18,4197.95,4285.64,4591.28,4371.79,0
4316.92,4017.44,4267.69,4130.26,4329.23,4620.51,4080.51,4624.1,4211.79,4223.59,4193.85,4281.54,4588.21,4366.67,0
4324.1,4023.08,4275.9,4135.38,4333.85,4616.92,4082.56,4631.28,4212.82,4231.79,4195.9,4285.64,4593.33,4379.49,0
4327.69,4026.67,4282.56,4139.49,4334.87,4620.51,4084.62,4622.05,4201.03,4235.38,4201.03,4293.33,4594.87,4377.44,0
4318.46,4018.46,4279.49,4136.41,4332.31,4624.62,4087.18,4614.36,4199.49,4227.18,4197.95,4289.74,4591.28,4362.05,0
